CTV1
AmJ2022Wi 11-12, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 99, 0, 0, 2, 
BrA2022Fr 11-12, 1, 1, 0, 1, 0, 1, 1, 1, 3, 0, 99, 0, 0, 2, 
CaJ2022Wi 11-12, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 99, 0, 0, 0, 
DiK2022Yi 11-12, 1, 1, 0, 0, 0, 1, 1, 0, 3, 0, 99, 0, 0, 99, 
EiA2022Fl 11-12, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 99, 0, 0, 0, 
ElR2022He 11-12, 1, 1, 0, 1, 0, 1, 1, 1, 3, 0, 99, 0, 0, 2, 
EtJ2022Ha 11-12, 1, 1, 0, 1, 0, 1, 1, 1, 3, 0, 99, 0, 0, 0, 
Fmf2022Au 11-12, 1, 1, 3, 4, 0, 1, 1, 3, 3, 1, 99, 0, 0, 0, 
GaA2022Mu 11-12, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 99, 2, 0, 0, 
GrA2022Ha 11-12, 1, 1, 0, 1, 0, 1, 1, 3, 3, 1, 99, 0, 0, 99, 
GrM2022Ro 11-12, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 99, 0, 2, 2, 
JuS2022Bo 11-12, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 99, 2, 0, 0, 
KaN2022Sm 11-12, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 99, 99, 0, 0, 
LaA2022Ob 11-12, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 99, 0, 0, 2, 
MaR2022Or 11-12, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 99, 0, 0, 0, 
MeE2022Sc 11-12, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 99, 0, 0, 0, 
OtB2022Al 11-12, 1, 1, 3, 4, 0, 1, 1, 3, 3, 1, 99, 0, 0, 2, 
QuM2022Ho 11-12, 1, 1, 1, 4, 0, 1, 1, 3, 3, 1, 99, 0, 0, 2, 
RyM2022Si 11-12, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 99, 0, 0, 0, 
ShD2022Zi 11-12, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 99, 2, 99, 0, 
TyJ2022Ha 11-12, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 99, 0, 0, 0, 
